2000000001135;Estendal  Chão Top/Zas Gr.;0
2000000001142;Rafia Natural (meadas) Kg;-5,21
2000000001159;Cesto de Vindima 40 lts;-150
2000000001166;Sebo Triunfante (lata de 200 grs);-5
2000000001173;Corda Plastica 4mm(meadas 20 mts);-28
2000000001180;Vassoura Piassaba N8;-46
2000000001197;Tesoura Vindima Curva;-13
2000000001203;Bebed. Coelho Garrafa Super;1
2000000001210;Tide Mão(600 grs);-128
2000000001227;Disco m/Roçad. DPR 24D Chisel;-27
2000000001258;"Tesoura Vindima Direita ""Karpa""";-3
2000000001265;Fio Norte nº8;-140
2000000001272;"Oleo ""Almotolia Menage 60ml";5
2000000001289;Balança t/Relogio 22 Kg c/Fita Metrica;0
2000000001296;Diluente Sintetico (1 lts);-21
2000000001302;Diluente Celuloso (1 lts);-9
2000000001319;Esticador Bagagem 8 mm 1,00 mt;-4
2000000001326;Enxada Camy 2;-2
2000000001333;Batoque Pequeno(42);4
2000000001340;Batoque Médio (46);-36
2000000001357;Batoque Grande(53);6
2000000001364;Torneira Madeira nº3;-6
2000000001371;Torneira Madeira nº4;-9
2000000001388;Torneira Madeira nº5;-5
2000000001395;Bolbos de Fresias;-37269
2000000001401;Gomas 60*2mm 1 Kg;-1128
2000000001418;Gel Grafic Forte;0
2000000001425;Esfregão up Inox 1+1;-11
2000000001432;Porta-Fotos 24*30;0
2000000001449;Caixa de arrumos 50 lts;4
2000000001456;Nutrofertil Enraizante 70 lts;3
2000000001463;Bonirat 1 Kg;0
2000000001470;Conj. Sanitario Popular (Celave);-3
2000000001487;Escova Sanitária Popular;-1
2000000001494;Limpa Moveis Margem 300ml Spr.;3
2000000001500;Lampadas Europa Stand cj.2- 40w;0
2000000001517;Laca Sunsilk 300 ml;-45
2000000001524;Ambipur Car Willians Recargas;1
2000000001531;Acucar Candy;-35
2000000001548;Metabissulfito Potassio 125 grs;-3,26
2000000001555;Escarificador 11 D. (4211)c/cabo1.5;1
2000000001562;Vassoura Regulavel c/cabo 1.2;2
2000000001579;Serrote Podar Desdobravel -64650;1
2000000001586;Vassoura Plastica c/cabo Ros;2
2000000001593;Serrote Dente Duplo Cod. 61512;1
2000000001609;Mastmix 500gr(cicatrizante);1
2000000001616;"Pistola ""Ergo""";2
2000000001623;Fato Chuva Select;-18
2000000001630;Casaco New Pilot;0
2000000001647;Parca Mister Top;0
2000000001654;Colete Tonale;0
2000000001661;Capa Chuva Nylon Azul;-6
2000000001678;Funil Médio c/rede;-9
2000000001685;Placa Azul Captura (22.5 x 40) Traplaine B;-12
2000000001715;Propagulos Goivos;-512614,105
2000000001722;MIx -One-Natural 20 Kg(ração p/cavalo);0
2000000001739;Hosbit 1 Kg;-1
2000000001746;Enraizador;1
2000000001753;Barrica 220 Lt. s/torneira;0
2000000001760;Capsula Metal 26 s/junta(emb. 100);-17
2000000001777;Bola Transparente 6cm;-9
2000000001784;Maq. Barb. Bic Suave 5;-286
2000000001791;Suporte de Tesoura p/Poda;2
2000000001814;Rede 5 C 15*15cm-400m(1 bobine);-13
2000000001821;Manta Térmica (100*8.40mts);-4525
2000000001838;Termo Solido Arara 1.5Lts;-1
2000000001845;Aguarras-Tp 1 lt;0
2000000001852;Acido Tartarico 125 grs;7,98
2000000001869;Saco PE BD Preto (grande-lixo) 80x120;-1029,7
2000000001876;Vaso Poinsettia 17cm;-4,16
2000000001883;Manta Térmica rolo 2x10;-478,5
2000000001890;Cabos de Madeira1.10 m;-39
2000000001906;Cabo Metalizado Vermelho 140 cm;6
2000000001913;Sabonete Foz Creme Hidratante;-3
2000000001920;Luvas Industriais-Pretas;-25
2000000001937;Cif Liq. Activo c/lixivia 700ml;7
2000000001944;Lampada Philips Chama(25w);-54
2000000001951;Denim Desodorizante Spray;1
2000000001968;"After Shave Loção ""S`Nonas""";-16
2000000001975;Arrixaca Brilha Tudo Azul-1lt;-42
2000000001982;Cif Creme 500ml;-39
2000000002026;Mistura para Cavalos 30 Kg;-1
2000000002033;Couve Bacalan;116
2000000002040;Bolbos Tulipa Dobrada;-32737
2000000002057;Bolbo Lilium Copo de Leite Branco;-597
2000000002064;Bolbo Allium Moly(amarelo);-4
2000000002101;Bota Cano Baixo;1
2000000002118;luva tipo Americanoc/reforço Crute Cinza;-2
2000000002125;Luva Anti-corte Amarela c/punho Malha;-3
2000000002132;Luva Menage em borracha Natural(cor rosa);-15
2000000002149;Luva Neopreno Anti-derrapante cano Comprido;11
2000000002156;Galocha PVC Verde forrada c/cordões(ct);7
2000000002163;Galocha Eurofort PVC Verde/Preto c/Biq.+Palm. aço;3
2000000002170;Cebolinhas21/24  Avulso;-5,6
2000000002187;Caixa Pai Natal Cartao;1
2000000002194;Ervilha Torta  250 grs;-56
2000000002200;Ervilha Rondo Alta Selecção  250 grs;-45
2000000002217;Ração p/Melros Vitaminadas 5Kg;0
2000000002224;Tilosan 100grs;-66
2000000002231;Gaiola Mini Plastificada;-2
2000000002248;Corrente Cadeado nº0 (mais grossa);3
2000000002255;Corrente Cadeado nº4 (mais fina);-4
2000000002262;Tetra Pond Sticcks Lago 1 Lt;-4
2000000002279;dimetion-sapec;-10
2000000002286;Mola Tesoura Poda 50mm;10
2000000002293;Mola Tesoura Poda 70mm;8
2000000002309;Mola Tesoura Poda 80mm;-1
2000000002316;Cand. Electrico d-500 Dourado;2
2000000002323;Cirio 40T Ecologico Sagrada Familia;0
2000000002330;Cand. Plastico Tina Copo Tranparente(Rec. R6);-1
2000000002347;Cand. Ceramica Belém;3
2000000002354;Broca HSS DIN 338 3.0mm Camy;-2
2000000002361;Limatex 1 Kg;-39
2000000002385;Foice Meia Lua;-7
2000000002392;Pa Cavar T/Frances;0
2000000002408;Pa Valar T/Frances;0
2000000002415;Gadanho T/Frances c/Cabo Madeira;0
2000000002460;La Aço 50g;-10
2000000002477;Guarda-Chuva Supermini;0
2000000002484;Guarda-Chuva Dobravel Auto 3 cores;-1
2000000002491;"Pensos Rápidos ""Megaplast""-50 St";4
2000000002507;Saco Rafia 52x80;-459
2000000002514;Bengaleiro JG;3
2000000002729;"Pistola ""Precision""";2
2000000002736;Apanhador Lixo c/Cabo Metalico;1
2000000002743;Barrica 65 lt Tampa Larga R1253;0
2000000002750;Escova p/cozinha Rita;0
2000000002767;Perborato de Soda;-48
2000000002774;Barrica 30 Lts c/Torneira;-4
2000000002781;Cesto Juvenil;3
2000000002798;Toalha de Mesa-m;-24,875
2000000002811;Termo Liq. Carpa 3/4 Lt;3
2000000002828;Caixa do Pão Mod. Novo;1
2000000002835;Cabides(conj. de 5 Unidades);-30
2000000002842;Toldo Rafia 3*4;-1
2000000002859;Toldo em Rafia 4*6;1
2000000002866;Rede Moldada Avinet (mt);-399,1
2000000002873;Barrica 25 Lts R.1215;0
2000000002880;Acendalhas Ecologicas;-382
2000000002903;Gladiolo Grand Prix 10/12;-159480
2000000002927;Nutrimais GR. 40 L;16
2000000002934;Genapol Lt;4
2000000003023;Limatex 100 gr;-371
2000000003030;Peru Gra Provimi 5kg;-243
2000000003054;Balança Rº9 Ferro-100 Kg;0
2000000003061;Jarricana agua 35 lts(pressol);1
2000000003078;Silicone Multiuso Branco 280 ml (Fisher);2
2000000003085;Silicone Aklesil Transparente 280 ml;2
2000000003092;Extenção T/Schuko 10 mt Laranja;1
2000000003108;Cortina Mosq. Merelim(M2) 120*200;1
2000000003122;Cif Gel/lixivia 750 ml;27
2000000003139;Jogo 4 Facas Barrar Pai Natal;13
2000000003146;511Gr 40 Kg;0
2000000003184;Pendente Bolas;-7
2000000003191;Topo Arvore Estrela;-3
2000000003207;Cockpit Spray-Margem (400ml);-16
2000000003214;Pano Amarelo Suave Vileda c/2;1
2000000003221;Lampadas Europa Stand-60w(2 und);0
2000000003238;Isqueiros Bic Lisos;-82
2000000003245;Cabo de Madeira 1.20m;-45
2000000003252;Laca Fiero 300ml;0
2000000003269;"Cola ""Gluck""(20ml)";-39
2000000003276;Rede Sombreira 1.5mt;-231,4
2000000003283;Carro Armazem Basc. c/Palete Movel;-8
2000000003290;Faca Alcatifa 01-L1 18mm(c/3Laminas);2
2000000003313;Gladiolo Esta Bonita 10/12;-9100
2000000003405;Actara 25WG-4gr;-110
2000000003412;Azevem  Anual (25 Kg);-3,115
2000000003429;Cebolinha Vermelha 21/24 (500grs);-24
2000000003436;Fava Algarve 500g;-24,5
2000000003443;Poinsettia-flor de Natal;0
2000000003450;Iluminações Multicolor;0
2000000003467;Iluminação Branca de 100 Lâmpadas;1
2000000003474;Iluminação Branca de 150 Lâmpadas;0
2000000003481;Iluminação Exterior de 20 Lâmpadas;0
2000000003498;Iluminação de Mangueira -9 mt;1
2000000003504;Kalanchoe;0
2000000003511;"Saco Agua Quente ""Halix Forrado""";0
2000000003528;"Saco Agua Quente ""Halix Estriado""";0
2000000003535;Extençã Laranja 20 mts Whale Rª900255;1
2000000003542;Lilium California 16/18;-2300
2000000003559;Lilium Sarabanda 16/18;0
2000000003566;Lilium Sarabanda 14/16;0
2000000003573;Lilium Rio Alto 16/18;-34700
2000000003580;Lilium Sorbonne 14/16;-4500
2000000003597;Lenços Renova (cor);-361
2000000003603;Espuma  Barb. Palmolive Class 200ml;1
2000000003610;Pop Azul 500 grs;-118
2000000003627;Cif Liq. Montanha 700ml;3
2000000003689;Batata Yona Sc. 25Kg (35/55)-França;-5
2000000003696;Vaso Oval 20 cm;7
2000000003702;Estendal de Tecto 140 cm;0
2000000003719;Escovas Extra-Rijas p/Limpar Rosas 17 cm;-28
2000000003726;Alfarroba Grossa(40 kg);1
2000000003733;Lanterna R625;1
2000000003740;Labello Baton de Cieiro;-15
2000000003757;Sacos de embalagem 60-50-20;-2530,5
2000000003788;Lilium Salmon Classic 18/20;0
2000000003818;Portes;4,95
2000000003825;Cabo Madeira p/Machado 1.00mt;-41
2000000003832;Armação c/Serra 55.18.460 Camy;-3
2000000003849;Machado Norte Rª350 2.5kg Nº4;-2
2000000003856;Aloquete Goldoor BL463 30mmLatão;-16
2000000003863;Aloquete Goldoor BL 464 35 mm Latão;-3
2000000003870;Aloquete Goldoor BL464 40mm Latão;-7
2000000003887;Lilium Simplom 16/18;-7650
2000000003894;Lilium sibéria 14/16;-1400
2000000003900;Palete Nutrimais;-200
2000000003931;Lilium Original Love 16/18;-93800
2000000003948;Extensão Jardim 1 Tomada 10 mts Rª 19830 Viego;-2
2000000003955;Lilium Rio Negro 16/18 ( Corvara );0
2000000003962;Batata Desiree Hol. 28/35 25Kg;-11
2000000003986;Lilium Donatello 14/16;0
2000000003993;Lilium Samur 18/20;-300
2000000004006;Lilium Mothers Choice 18/20;-1800
2000000004020;Lilium Sapporo 18/20;0
2000000004068;Radion 70+10d;2
2000000004129;Tulipa Strong Gold 11/12;-12725
2000000004143;Batata Stemster Fra. 50/55 25 kg;-24,5
2000000004150;Cola Contacto 1/4 Lt;-22
2000000004167;Cabo Madeira p/Machadinha;-27
2000000004174;Fita Isoladora Preta (Komayo);2
2000000004181;Ficha Tripla Amig;-12
2000000004198;Batata Baraka HZPC 55/65 25kg;-6
2000000004204;Batata Monalisa HZPC 35/50 25kg;-54
2000000004228;Batata Kennebec Hol. 35/55 s/25kg;-27
2000000004235;Forma Pudim Canelado N16;0
2000000004242;Forma Pudim Canelado N20;-3
2000000004259;Forma Pudim Canelado N18;1
2000000004266;Forma Pão de Ló N24;0
2000000004273;Adorno Porta Poinsettia;-3
2000000004280;Forma Pão de Ló N26;0
2000000004297;Forma Pão de Ló N28;-2
2000000004303;Corda Reforçado p/Estendal-20mts;2
2000000004310;Lampada Europa Stand Cj 2-75W;-1
2000000004327;Nivea Loção Barba Sensitive;6
2000000004334;Caixa Arrumação 30 lts;-2
2000000004341;Caixa Arrumação Baixa c/Rodas;-1
2000000004358;Conj. 3 Bacias;1
2000000004365;Lilium Courier 18/20;-900
2000000004402;Batata Desiree Din. 28*45 25Kg;-7
2000000004419;Sonasol Magic;-19
2000000004426;Jaula Coelhos Ec.5;0
2000000004433;Tabuleiro Forno Ferradura30*20;0
2000000004440;Tabuleiro Forno Ferradura 35*22;2
2000000004457;Cesto de Papeis Nedina;1
2000000004464;Lava Vidros Profissional 35 cm;-18
2000000004471;Bacia Faso 15 lt;-3
2000000004488;Bacia Faso 20 lts;-3
2000000004495;Bacia Faso 30 lts;-5
2000000004501;Recarga Lava Vidros 35 cm;-1
2000000004518;Tabuleiro Forno Ferradura 40*25;0
2000000004525;Saco PE BD Cristal(rolo-coloridas);-14,41
2000000004532;"Tesoura Costura Batil 5,5""";4
2000000004549;Enxada Rª81 Bellota 1 1/2;0
2000000004556;Laço Metal Ouro 50cm;-1
2000000004563;Pomada Boião Creme Palc 50ml;-11
2000000004570;Guarda-Chuva 2/M;4
2000000004587;Lampada Phil. Ec. 11w E14;1
2000000004594;Lampada Phil. Econ. 9W X1;0
2000000004624;702 Gr S/5 kg;-19
2000000004631;"Pedra Afia ""Komayo""";-2
2000000004648;"Serrote Poda 3011/13-330mm""Cutbrik""";1
2000000004655;Folha Serra Mad. Seca 46 cm;5
2000000004662;Cabo Pá Madeira Punho Metálico / Plastico Camy;-3
2000000004679;"Batata Fabula 35/55 mm  ""HZPC""";3
2000000004686;Papa amarela Kg;-16
2000000004693;Aste p/Floreira Redonda 10Lt.;-52
2000000004709;Aparas Madeira 1 kg;-10
2000000004716;Coccivit 100 grs;2
2000000004723;Petrocamy 1Lt;-15
2000000004730;Vassoura Celave Cor;-12
2000000004747;Vassoura Esp. Tulipa Inclinada;0
2000000004754;Limpa vidros Plastico 3562;0
2000000004761;"Shampoo Johnson""S-Bebe(500ml)";1
2000000004778;Plastico Preto Perfurado Kg;-31,435
2000000004808;Molhos Cravo(20 pés);-4728
2000000004815;Molhos Margaridas(5 pés);0
2000000004822;Molhos Tulipas(10 Pés);-144
2000000004839;Molhos Rosas(25 pés);0
2000000004846;Molhos Fetos;0
2000000004853;Rosas (unidade);24
2000000004860;Batata Loane 45/55 25kg;-1
2000000004877;"Merpan""83"" 200grs";-8
2000000004891;Lilium Cherbourg 18/20;-52650
2000000004914;Lilium Crystal Blanca 18/20;0
2000000004921;Lilium Bonbini 20/+;470
2000000004945;Lilium Nova Zembla 16/18;0
2000000004969;Lilium Digital Globe 18/20;300
2000000004976;Lilium Cavalese 18/+;-6600
2000000004983;Espanador Agarra Pó;-1
2000000004990;Agua Destilada 1lts;14
2000000005003;Ajax Fabuloso L;-120
2000000005010;Isqueiro P/Fogao Recar;-13
2000000005027;Primulas Vaso;-570
2000000005034;Amores Perfeitos Vaso;-556
2000000005041;Ninho/coelhos;1
2000000005058;Batata Spunta Hol. 35/55  Agrico 25 kg;-12
2000000005065;Molhos Cravinas (20 pés);-3
2000000005072;Molhos Statice(5 pés);-521
2000000005089;Molhos Antirrinos(10 pés);0
2000000005096;Nogueira;0
2000000005102;Produto Limpeza Calcim 1Lt;-20
2000000005119;Pasta Lava Mãos Fluida Plus 1Lt;2
2000000005126;Lilium Batistero 16/18;-405260
2000000005133;Lilium Diabolo 14/16;0
2000000005140;Lilium Diabolo 16/18;-1000
2000000005164;Lilium Santander 18/20;-38850
2000000005171;Propagulos Cécias;-226721
2000000005188;Rolha Garrafão 50unid. Ipil;-1
2000000005195;Bolbo Gipsofila(vaso));1
2000000005201;Afalon 200 grs;-22
2000000005218;Tesoura Pequena Ref:1050(unhas);2
2000000005225;Pilha  Cegasa B. 8F05-BL1-12V;-6
2000000005232;Cosan WDG 25Kg;-3
2000000005249;Ridomil Gold Mz 250g;-1245
2000000005256;Milraz Simples;-859
2000000005263;Forquilha Feno 4 Dentes c/met Rª304;0
2000000005270;Coleira Couro Natural Nº1;-23
2000000005287;Enxada Camy 2 1/2;1
2000000005294;Propagulos Girassol Sonja;-1780
2000000005300;Propagulos de Cirsium Pink Beauty;-310
2000000005317;Couve Galega;-264
2000000005324;Kerb 50 W Lusocem (123*35gr)NC-Propizamida;0
2000000005331;Vaso Ranuculos;0
2000000005348;Vaso Margaridas;-77
2000000005355;Magnitec 1Lt;-5
2000000005362;Esponja Pink/Eden Caixa;-72
2000000005379;Esponja Pink/Eden Uni.;-76
2000000005386;Foskamonio 111 (10.10.10) Balcão 25Kg;-68
2000000005393;Bolbo Alstroemeria(saqueta)c/2 raizes;0
2000000005409;Cinzeiro Pai natal;-1
2000000005416;Areia Normal Para Gato 5 Kg;-15
2000000005423;Caturras Kg;-7
2000000005430;Propagulos De Limonium Sinuatum;-6330
2000000005447;Propagulos Mollucela;-11132,75
2000000005454;Vaso Petunias Surf.;-234
2000000005461;Churrasqueira 1 frango c/pes;-1
2000000005478;Fita Pintura Masking Advantage;6
2000000005485;Contentor Eco-Ponto 45 Lts Preto;1
2000000005492;Trempe Redonda Nº2;1
2000000005508;Canivete Enxertia;-3
2000000005515;Antracol 250 gr;-351
2000000005522;Stulln 400gr;-1910
2000000005539;Captana 200gr;-12
2000000005546;Primextra Gold TZ-5 lts;-102
2000000005553;Coroa Pinha 20cm;0
2000000005560;Esfregona SU Amarela c/cabo;0
2000000005577;Apanhador c/vassoura(criança);-2
2000000005584;Cera Verniz Neobril 400 ml;-1
2000000005591;Penso Evax fina & Segura s/alas;-14
2000000005607;Prop. de Eucalyptos Parvifolia;-4622
2000000005614;Prop. de Matricaria;-1971
2000000005621;Prop. de Aralia Sieboldii;-3694
2000000005638;Prop. de Rumohra Adiant(vaso/saco)-feto;-650
2000000005645;Vaso Surfinas;-47
2000000005652;510 gr Borregos 5 kg;-402
2000000005669;Propagulos Philodendron Xanadu;-1412
2000000005676;Propagulos Asp. Myriocladus ( Pinheirinho );-6481
2000000005683;Flor de Cera ( Vaso 13 );2
2000000005690;Molhos Fresias(10 pés);1
2000000005706;Milho NK Timic 15000 Sem;2
2000000005713;Esp.Acess.Esfera 6 cm;2
2000000005720;Tm 80 200GR;0
2000000005737;Amendoas 200Gr;15
2000000005744;Pronto Agarra Pó Recarga;5
2000000005751;Sulfato Cobre Neve 1 Kg;-175,5
2000000005768;Mesa Oval 140*90 Viana Verde;0
2000000005775;Cadeira Casablanca Verde;0
2000000005782;Veditapa 4.25 Lt;-6
2000000005799;Veditapa 8 Lt;-4
2000000005805;Vaso Oval 350;-223
2000000005812;Pecusanol Cão Champo Ectop 250 Ml;-19
2000000005829;Grelha Arame Dupla C/Pernas;1
2000000005836;Comedouro Coelhos;0
2000000005843;Cera Novycera Acril Verm 500ml;2
2000000005850;Lixivia Rio Sul Delicada 1 Litro;-68
2000000005867;Prowl 500 Ml;-21
2000000005874;Mancozan 250 Gr;-394
2000000005881;Milraz Combi 250 Gr;-305
2000000005898;Armação c/Serra 55.21.533 Camy;-7
2000000005904;Lanterna CR3000A Viego;-16
2000000005911;Esponja Lava Chão c/ Cabo;1
2000000005928;Ureia 46% 40 Kg;-1
2000000005935;Calcário Simples 40kg;-48
2000000005942;Gusathion M25 120 grs;0
2000000005973;Agrimartin FE-Biool. Gran.(30 kg);-1
2000000005980;Garlon(24*250CC);1
2000000005997;Stomp 330 EC Lt;-64
2000000006000;Fertak Profissional 5-8-15 (40 kg);0
2000000006017;"Junção Torneira roscada 1""+3/4""";-2
2000000006024;Milho Semente 1Kg;-54,463
